Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Rank_Region,Region_Size,Months Covered,Covered Months,Missing Months,Is Complete
Q4 (2024/25),RTT,18 Weeks,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,47361,67959,0.697,15,1,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,3983,5711,0.697,15,2,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,19940,28676,0.695,18,1,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,25200,36358,0.693,19,9,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,27100,39124,0.693,19,9,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,28443,41019,0.693,19,2,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,5479,8009,0.684,22,5,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,23418,34222,0.684,22,3,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,16719,24945,0.67,24,2,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,8277,12438,0.665,25,11,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,33114,50060,0.661,26,6,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RVJ,NORTH BRISTOL NHS TRUST,28194,43315,0.651,27,3,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,57795,89009,0.649,28,12,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,20439,31592,0.647,29,13,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,48671,75365,0.646,30,4,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,22817,35323,0.646,30,3,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,20978,32480,0.646,30,3,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,35156,54577,0.644,33,4,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,59396,92473,0.642,34,14,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,56697,88601,0.64,35,7,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,17944,28081,0.639,36,5,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,24633,38612,0.638,37,8,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,21717,34331,0.633,38,6,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,4662,7403,0.63,39,1,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,36293,57681,0.629,40,2,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,22809,36246,0.629,40,9,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RKE,WHITTINGTON HEALTH NHS TRUST,15811,25230,0.627,42,10,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,38592,61681,0.626,43,3,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,20237,32438,0.624,44,15,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,28145,45315,0.621,45,3,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,25810,41670,0.619,46,5,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RH5,SOMERSET NHS FOUNDATION TRUST,36864,59593,0.619,46,7,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,19984,32427,0.616,48,4,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,8825,14327,0.616,48,5,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,33653,54906,0.613,50,16,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,43239,70578,0.613,50,11,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,43428,71100,0.611,52,8,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,32931,54077,0.609,53,17,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,40850,67079,0.609,53,9,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,73539,121183,0.607,55,12,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,25675,42286,0.607,55,18,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,54453,89953,0.605,57,13,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,24635,40687,0.605,57,10,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,12754,21133,0.604,59,11,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,11886,19702,0.603,60,6,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,34277,56877,0.603,60,19,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,29020,48127,0.603,60,12,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,40302,67104,0.601,63,14,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,26764,44722,0.598,64,7,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RJN,EAST CHESHIRE NHS TRUST,8074,13530,0.597,65,6,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,38053,63910,0.595,66,5,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,42121,70871,0.594,67,8,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,32862,55410,0.593,68,9,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,30285,51165,0.592,69,6,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,42893,72470,0.592,69,15,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,28267,47817,0.591,71,7,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,R1F,ISLE OF WIGHT NHS TRUST,8032,13702,0.586,72,8,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,14971,25610,0.585,73,10,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,38435,65685,0.585,73,4,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,20285,34726,0.584,75,7,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,34346,59040,0.582,76,9,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,22158,38177,0.58,77,13,13,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,35198,60807,0.579,78,8,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,50984,88054,0.579,78,11,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",14763,25512,0.579,78,5,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,28267,49099,0.576,81,9,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,17879,31174,0.574,82,10,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,44972,78509,0.573,83,20,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,34203,59739,0.573,83,16,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,83969,146444,0.573,83,16,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,19140,33505,0.571,86,10,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,51258,89763,0.571,86,11,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,22713,39833,0.57,88,21,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,16757,29489,0.568,89,12,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,20864,36755,0.568,89,11,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,10273,18183,0.565,91,12,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RLQ,WYE VALLEY NHS TRUST,13123,23209,0.565,91,13,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",28090,50122,0.56,93,12,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,20064,35877,0.559,94,6,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,50685,90842,0.558,95,7,14,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,33974,60985,0.557,96,13,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RMC,BOLTON NHS FOUNDATION TRUST,21902,39518,0.554,97,14,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,29355,52945,0.554,97,13,18,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,London,R1H,BARTS HEALTH NHS TRUST,68707,124135,0.553,99,18,20,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,36082,65195,0.553,99,14,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,19651,35589,0.552,101,15,21,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,59405,107597,0.552,101,15,23,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,25732,46602,0.552,101,22,22,3,Mar,,Yes
Q4 (2024/25),RTT,18 Weeks,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18209,33286,0.547,104,8,14,3,Mar,,Yes
