Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Rank_Region,Region_Size,Months Covered,Covered Months,Missing Months,Is Complete
Q2 (2025/26),A&E,4 hours,South West,RVJ,North Bristol NHS Trust,26480.6,36541.9,0.725,83,6,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,London,R1H,Barts Health NHS Trust,95414,131729,0.724,84,17,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,R0A,Manchester University NHS Foundation Trust,95565,131967,0.724,84,10,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,39401,54591,0.722,86,15,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,East,RGN,North West Anglia NHS Foundation Trust,43846,60746,0.722,86,11,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,43620,60486,0.721,88,16,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,36581,50707,0.721,88,11,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RA9,Torbay And South Devon NHS Foundation Trust,23819,33059,0.72,90,7,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RNZ,Salisbury NHS Foundation Trust,15299,21291,0.719,91,8,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,46149.5,64268,0.718,92,17,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,39944,55890,0.715,93,18,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,101606.029,142394.029,0.714,94,14,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,42218,59198,0.713,95,9,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,26666.8,37454,0.712,96,10,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RFR,The Rotherham NHS Foundation Trust,19100,26834,0.712,96,19,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,45238,63942,0.707,98,11,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RK9,University Hospitals Plymouth NHS Trust,33239,47081,0.706,99,12,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,79514.53572,112647.1947,0.706,99,16,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,London,RJ2,Lewisham And Greenwich NHS Trust,54964.46,78085.19,0.704,101,18,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,32684,46643,0.701,102,12,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,35593,50989,0.698,103,15,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,42874,61568,0.696,104,20,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,24378.2,35029,0.696,104,13,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RJE,University Hospitals Of North Midlands NHS Trust,51577,74374,0.693,106,16,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,29729,43233,0.688,107,17,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RCF,Airedale NHS Foundation Trust,14229,20754,0.686,108,21,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,18602,27167,0.685,109,12,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RWJ,Stockport NHS Foundation Trust,21911,32013,0.684,110,13,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RLQ,Wye Valley NHS Trust,15061,22181,0.679,111,17,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RWW,Warrington And Halton Teaching  Hospitals NHS Foundation Trust,24020.5,35435,0.678,112,14,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,23188,34923,0.664,113,22,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,47036,71891,0.654,114,18,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RMC,Bolton NHS Foundation Trust,23193,35674,0.65,115,15,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,22110,34087,0.649,116,16,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,39139,60494,0.647,117,19,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RNS,Northampton General Hospital NHS Trust,24253,38365,0.632,118,20,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RJR,Countess Of Chester Hospital NHS Foundation Trust,14556,23168,0.628,119,17,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,Midlands,RXW,The Shrewsbury And Telford Hospital NHS Trust,31355,50192,0.625,120,21,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",14405,23889,0.603,121,13,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,17435,30326,0.575,122,18,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,4 hours,North West,RJN,East Cheshire NHS Trust,6136,13666,0.449,123,19,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,0,0,,1,1,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,0,0,,1,1,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,0,14985,0,3,1,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,REP,Liverpool Women's NHS Foundation Trust,0,2965,0,3,1,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,17560,0,3,1,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,0,13655,0,3,2,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,70,30585,0.002,7,3,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RR7,Gateshead Health NHS Foundation Trust,95,17870,0.005,8,4,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RCD,Harrogate and District NHS Foundation Trust,90,15690,0.006,9,5,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RQX,Homerton University Hospital NHS Foundation Trust,225,32580,0.007,10,2,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,230,27620,0.008,11,6,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,380,41420,0.009,12,1,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RFR,The Rotherham NHS Foundation Trust,340,26835,0.013,13,7,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,425,30670,0.014,14,3,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,140,9800,0.014,14,8,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,840,44925,0.019,16,9,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RWY,Calderdale and Huddersfield NHS Foundation Trust,1120,48305,0.023,17,10,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RJC,South Warwickshire NHS Foundation Trust,580,24935,0.023,17,2,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,915,39790,0.023,17,2,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RH5,Somerset NHS Foundation Trust,1025,38550,0.027,20,1,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,1535,53410,0.029,21,2,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RRV,University College London Hospitals NHS Foundation Trust,1230,40665,0.03,22,4,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,1015,32335,0.031,23,3,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,1415,45580,0.031,23,3,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,1680,48695,0.035,25,11,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,1795,50090,0.036,26,1,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,1780,43825,0.041,27,3,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,R0A,Manchester University NHS Foundation Trust,4170,98235,0.042,28,3,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,1615,38705,0.042,28,2,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,2065,48875,0.042,28,4,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,945,21690,0.044,31,12,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,970,20030,0.048,32,13,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1810,36400,0.05,33,5,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,1560,31220,0.05,33,3,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,1405,26735,0.053,35,3,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,1235,22345,0.055,36,5,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,2285,41710,0.055,36,4,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,1545,28240,0.055,36,4,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,1310,21990,0.06,39,6,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,3470,58000,0.06,39,14,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,1450,24220,0.06,39,4,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,3075,50165,0.061,42,15,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,1500,24085,0.062,43,5,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,2070,33100,0.063,44,6,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,1830,27845,0.066,45,5,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,1825,27285,0.067,46,16,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,3445,50485,0.068,47,7,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,1955,28265,0.069,48,17,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,1030,14935,0.069,48,6,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,3405,48525,0.07,50,6,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,7200,102895,0.07,50,6,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,1210,17070,0.071,52,7,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,2350,32925,0.071,52,8,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,1635,22880,0.071,52,7,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,2560,36265,0.071,52,18,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,2385,32255,0.074,56,9,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,1625,22030,0.074,56,7,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,1260,16495,0.076,58,7,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,2190,28210,0.078,59,4,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,5850,72510,0.081,60,10,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RKE,Whittington Health NHS Trust,1655,20140,0.082,61,8,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2235,26375,0.085,62,8,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,1405,16375,0.086,63,9,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,1495,17305,0.086,63,11,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,2370,27185,0.087,65,19,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,2695,29800,0.09,66,7,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,6225,68390,0.091,67,12,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,3915,41890,0.093,68,10,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,8685,90140,0.096,69,5,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,2355,23940,0.098,70,6,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,2665,27090,0.098,70,8,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,3340,32930,0.101,72,9,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,4185,41485,0.101,72,9,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,7090,69755,0.102,74,10,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,2225,21585,0.103,75,11,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,3060,29725,0.103,75,10,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,2585,24925,0.104,77,7,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,3245,30430,0.107,78,11,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,5135,47130,0.109,79,11,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,3415,30680,0.111,80,9,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,7600,68480,0.111,80,12,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,2045,18275,0.112,82,13,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,5630,49910,0.113,83,10,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,2955,25900,0.114,84,11,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,4385,37875,0.116,85,12,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,4970,42890,0.116,85,12,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,3530,30185,0.117,87,13,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,3110,26550,0.117,87,8,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,3635,30875,0.118,89,20,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,2110,17570,0.12,90,12,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,6710,54975,0.122,91,14,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,5540,44580,0.124,92,13,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,5805,46390,0.125,93,15,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,2550,20080,0.127,94,16,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,2635,20660,0.128,95,14,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2840,21800,0.13,96,21,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,10295,77385,0.133,97,14,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,R1H,Barts Health NHS Trust,10245,76315,0.134,98,15,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,5145,37855,0.136,99,17,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,5480,40285,0.136,99,15,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,5975,43970,0.136,99,17,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,14240,104835,0.136,99,17,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,3870,27650,0.14,103,13,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,3010,21305,0.141,104,16,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,5150,36615,0.141,104,9,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,7815,55275,0.141,104,9,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,4065,28120,0.145,107,22,22,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,6030,40975,0.147,108,11,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,4940,33360,0.148,109,16,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",6510,43750,0.149,110,17,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,6280,42085,0.149,110,20,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,3220,20265,0.159,112,18,18,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",3305,20275,0.163,113,13,13,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",3645,22040,0.165,114,12,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,9495,52920,0.179,115,13,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,4540,23830,0.191,116,14,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,1715,8790,0.195,117,15,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,3175,15985,0.199,118,16,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,4840,22480,0.215,119,21,21,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,8045,37330,0.216,120,17,17,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,5230,23850,0.219,121,17,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,4760,21660,0.22,122,18,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,4870,20745,0.235,123,19,19,3,"Jul, Aug, Sep",,Yes
Q2 (2025/26),Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,1704,1953,0.873,1,1,20,2,"Jul, Aug",Sep,No
Q2 (2025/26),Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,3180,3654,0.87,2,1,13,2,"Jul, Aug",Sep,No
